"X","Class","cap.shape","cap.surface","cap.color","bruises","odor","gill.attachment","gill.spacing","gill.size","gill.color","stalk.shape","stalk.root","stalk.surface.above.ring","stalk.surface.below.ring","stalk.color.above.ring","stalk.color.below.ring","veil.type","veil.color","ring.number","ring.type","print","population","habitat"
7332,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","d"
7333,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","p"
7334,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","d"
7335,"Edible","b","f","w","f","Musty","f","w","b","g","e","?","s","s","w","w","p","w","t","p","White","s","g"
7336,"Edible","k","s","g","f","Musty","f","w","b","p","e","?","s","s","w","w","p","w","t","p","White","n","g"
7337,"Poisonous","f","y","e","f","Foul","f","c","b","w","e","c","k","y","c","c","p","w","n","n","White","c","d"
7338,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","d"
7339,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","p"
7340,"Poisonous","f","s","e","f","Spicy","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","d"
7341,"Poisonous","x","s","n","f","Pungent","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","d"
7342,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","p"
7343,"Poisonous","k","y","c","f","Foul","f","c","b","y","e","c","k","y","c","c","p","w","n","n","White","c","d"
7344,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","d"
7345,"Edible","k","s","w","f","Musty","f","w","b","g","e","?","s","s","w","w","p","w","t","p","White","n","g"
7346,"Poisonous","f","y","n","f","Spicy","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","l"
7347,"Edible","b","f","g","f","Musty","f","w","b","p","e","?","s","s","w","w","p","w","t","p","White","s","g"
7348,"Poisonous","f","s","e","f","Creosote","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","d"
7349,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","l"
7350,"Edible","k","s","g","f","Musty","f","w","b","p","e","?","k","s","w","w","p","w","t","p","White","s","g"
7351,"Edible","x","s","g","f","Musty","f","w","b","p","e","?","s","s","w","w","p","w","t","p","White","s","g"
7352,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","k","s","w","p","p","w","o","e","White","v","l"
7353,"Edible","k","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","n","o","p","Yellow","c","l"
7354,"Edible","f","y","p","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","y","p"
7355,"Edible","b","s","w","f","Musty","f","w","b","g","e","?","s","k","w","w","p","w","t","p","White","n","g"
7356,"Poisonous","f","y","n","f","Pungent","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","l"
7357,"Poisonous","f","s","e","f","Creosote","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","p"
7358,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","l"
7359,"Edible","k","f","g","f","Musty","f","w","b","p","e","?","s","s","w","w","p","w","t","p","White","n","g"
7360,"Edible","x","f","w","f","Musty","f","w","b","p","e","?","k","k","w","w","p","w","t","p","White","s","g"
7361,"Edible","x","s","c","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","y","p"
7362,"Edible","k","f","g","f","Musty","f","w","b","w","e","?","s","s","w","w","p","w","t","p","White","s","g"
7363,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","l"
7364,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","p"
7365,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","p"
7366,"Poisonous","x","y","e","f","Creosote","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","p"
7367,"Edible","k","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","o","o","p","Green","c","l"
7368,"Poisonous","f","y","y","f","Musty","f","w","n","w","e","c","y","y","y","y","p","y","o","e","White","c","l"
7369,"Poisonous","x","y","c","f","Foul","a","c","b","w","e","c","k","y","c","c","p","w","n","n","White","c","d"
7370,"Poisonous","x","s","n","f","Spicy","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","d"
7371,"Edible","x","y","p","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","v","p"
7372,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","p"
7373,"Edible","k","s","g","f","Musty","f","w","b","g","e","?","s","k","w","w","p","w","t","p","White","n","g"
7374,"Edible","b","s","g","f","Musty","f","w","b","p","e","?","s","k","w","w","p","w","t","p","White","s","g"
7375,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","k","s","p","w","p","w","o","e","White","v","p"
7376,"Edible","x","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","n","o","p","Black","v","l"
7377,"Edible","b","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","n","o","p","Black","v","l"
7378,"Edible","f","s","n","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","y","p"
7379,"Edible","k","s","g","f","Musty","f","w","b","g","e","?","s","s","w","w","p","w","t","p","White","s","g"
7380,"Poisonous","f","s","n","f","Spicy","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","d"
7381,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","d"
7382,"Poisonous","f","y","n","f","Pungent","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","l"
7383,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","k","s","w","p","p","w","o","e","White","v","d"
7384,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","l"
7385,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","p"
7386,"Edible","b","s","w","f","Musty","f","w","b","w","e","?","k","s","w","w","p","w","t","p","White","n","g"
7387,"Poisonous","k","y","n","f","Foul","f","c","b","y","e","c","k","y","c","c","p","w","n","n","White","c","d"
7388,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","d"
7389,"Edible","k","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","o","o","p","Yellow","v","l"
7390,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","p"
7391,"Edible","b","s","w","f","Musty","f","w","b","w","e","?","k","k","w","w","p","w","t","p","White","s","g"
7392,"Edible","x","s","g","f","Musty","f","w","b","p","e","?","k","k","w","w","p","w","t","p","White","s","g"
7393,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","l"
7394,"Poisonous","k","y","n","f","Spicy","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","p"
7395,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","d"
7396,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","p"
7397,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","l"
7398,"Poisonous","k","y","n","f","Spicy","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","p"
7399,"Edible","b","s","g","f","Musty","f","w","b","p","e","?","k","k","w","w","p","w","t","p","White","s","g"
7400,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","p"
7401,"Edible","b","f","w","f","Musty","f","w","b","g","e","?","s","k","w","w","p","w","t","p","White","s","g"
7402,"Poisonous","c","y","y","f","Musty","f","w","n","y","e","c","y","y","y","y","p","y","o","e","White","c","l"
7403,"Poisonous","x","s","n","f","Pungent","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","p"
7404,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","l"
7405,"Edible","x","s","g","f","Musty","f","w","b","g","e","?","s","s","w","w","p","w","t","p","White","s","g"
7406,"Edible","b","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","n","o","p","Yellow","v","l"
7407,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","l"
7408,"Edible","b","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","o","o","p","Chocolate","c","l"
7409,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","l"
7410,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","l"
7411,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","p"
7412,"Edible","b","s","g","f","Musty","f","w","b","p","e","?","s","s","w","w","p","w","t","p","White","s","g"
7413,"Edible","k","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","o","o","p","Chocolate","c","l"
7414,"Edible","b","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","n","o","p","Chocolate","v","l"
7415,"Poisonous","x","s","n","f","Creosote","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","d"
7416,"Edible","x","s","g","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","v","p"
7417,"Edible","x","f","g","f","Musty","f","w","b","w","e","?","k","s","w","w","p","w","t","p","White","s","g"
7418,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","l"
7419,"Edible","k","f","g","f","Musty","f","w","b","p","e","?","k","s","w","w","p","w","t","p","White","n","g"
7420,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","k","s","w","p","p","w","o","e","White","v","p"
7421,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","d"
7422,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","d"
7423,"Edible","f","s","p","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","y","p"
7424,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","k","s","w","p","p","w","o","e","White","v","d"
7425,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","p"
7426,"Edible","f","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","n","o","p","Black","c","l"
7427,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","l"
7428,"Poisonous","k","y","n","f","Spicy","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","d"
7429,"Poisonous","k","y","n","f","Spicy","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","d"
7430,"Poisonous","f","y","n","f","Pungent","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","p"
7431,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","p"
7432,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","l"
7433,"Edible","x","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","o","o","p","Green","c","l"
7434,"Poisonous","f","s","e","f","Pungent","f","c","n","b","t","?","k","s","w","p","p","w","o","e","White","v","p"
7435,"Edible","k","s","g","f","Musty","f","w","b","p","e","?","s","s","w","w","p","w","t","p","White","s","g"
7436,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","l"
7437,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","l"
7438,"Edible","f","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","o","o","p","Green","v","l"
7439,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","l"
7440,"Edible","x","f","g","f","Musty","f","w","b","p","e","?","s","k","w","w","p","w","t","p","White","s","g"
7441,"Edible","k","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","o","o","p","Green","v","l"
7442,"Poisonous","f","s","e","f","Pungent","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","p"
7443,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","d"
7444,"Edible","f","y","n","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","y","p"
7445,"Edible","x","f","g","f","Musty","f","w","b","g","e","?","s","k","w","w","p","w","t","p","White","n","g"
7446,"Edible","k","s","w","f","Musty","f","w","b","w","e","?","k","s","w","w","p","w","t","p","White","n","g"
7447,"Edible","b","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","n","o","p","Black","c","l"
7448,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","p"
7449,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","l"
7450,"Edible","k","y","n","f","Musty","f","c","b","w","e","b","y","y","n","n","p","w","t","p","White","y","p"
7451,"Edible","x","f","g","f","Musty","f","w","b","p","e","?","k","k","w","w","p","w","t","p","White","s","g"
7452,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","p"
7453,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","l"
7454,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","d"
7455,"Poisonous","f","y","n","f","Creosote","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","l"
7456,"Edible","f","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","n","o","p","Black","v","l"
7457,"Poisonous","f","y","e","f","Creosote","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","d"
7458,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","p"
7459,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","l"
7460,"Edible","b","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","o","o","p","Yellow","c","l"
7461,"Edible","x","f","g","f","Musty","f","w","b","g","e","?","k","s","w","w","p","w","t","p","White","n","g"
7462,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","p"
7463,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","p"
7464,"Edible","x","s","g","f","Musty","f","w","b","w","e","?","s","s","w","w","p","w","t","p","White","s","g"
7465,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","d"
7466,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","k","s","w","p","p","w","o","e","White","v","d"
7467,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","l"
7468,"Edible","b","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","n","o","p","Green","c","l"
7469,"Edible","b","s","g","f","Musty","f","w","b","g","e","?","s","k","w","w","p","w","t","p","White","s","g"
7470,"Poisonous","x","y","e","f","Foul","a","c","b","w","e","c","k","y","c","c","p","w","n","n","White","c","d"
7471,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","p"
7472,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","d"
7473,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","k","w","p","p","w","o","e","White","v","d"
7474,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","d"
7475,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","l"
7476,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","d"
7477,"Poisonous","x","s","e","f","Spicy","f","c","n","b","t","?","k","s","p","w","p","w","o","e","White","v","p"
7478,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","d"
7479,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","d"
7480,"Edible","b","f","g","f","Musty","f","w","b","w","e","?","k","k","w","w","p","w","t","p","White","s","g"
7481,"Poisonous","k","y","n","f","Foul","a","c","b","y","e","c","k","y","c","c","p","w","n","n","White","c","d"
7482,"Edible","f","s","n","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","v","p"
7483,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","p"
7484,"Poisonous","f","y","y","f","Musty","f","w","n","y","e","c","y","y","y","y","p","y","o","e","White","c","l"
7485,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","l"
7486,"Poisonous","f","y","e","f","Foul","a","c","b","y","e","c","k","y","c","c","p","w","n","n","White","c","d"
7487,"Edible","x","f","g","f","Musty","f","w","b","p","e","?","s","s","w","w","p","w","t","p","White","n","g"
7488,"Poisonous","k","y","n","f","Spicy","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","d"
7489,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","k","s","w","p","p","w","o","e","White","v","l"
7490,"Poisonous","f","y","n","f","Spicy","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","d"
7491,"Edible","f","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","o","o","p","Yellow","c","l"
7492,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","d"
7493,"Poisonous","f","y","n","f","Creosote","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","d"
7494,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","p"
7495,"Poisonous","f","y","e","f","Pungent","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","l"
7496,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","p"
7497,"Poisonous","x","y","e","f","Pungent","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","d"
7498,"Poisonous","k","y","n","f","Spicy","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","p"
7499,"Edible","x","s","w","f","Musty","f","w","b","p","e","?","k","s","w","w","p","w","t","p","White","s","g"
7500,"Edible","x","s","g","f","Musty","f","w","b","g","e","?","s","k","w","w","p","w","t","p","White","s","g"
7501,"Edible","x","f","w","f","Musty","f","w","b","w","e","?","k","k","w","w","p","w","t","p","White","s","g"
7502,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","k","s","p","w","p","w","o","e","White","v","d"
7503,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","d"
7504,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","p"
7505,"Poisonous","k","s","e","f","Creosote","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","d"
7506,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","p"
7507,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","l"
7508,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","p"
7509,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","d"
7510,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","d"
7511,"Edible","f","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","n","o","p","Green","c","l"
7512,"Poisonous","f","s","n","f","Pungent","f","c","n","b","t","?","s","s","w","w","p","w","o","e","White","v","d"
7513,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","l"
7514,"Edible","x","s","g","f","Musty","f","w","b","g","e","?","k","s","w","w","p","w","t","p","White","n","g"
7515,"Edible","x","f","w","f","Musty","f","w","b","p","e","?","s","s","w","w","p","w","t","p","White","n","g"
7516,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","d"
7517,"Edible","x","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","n","o","p","Green","c","l"
7518,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","l"
7519,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","l"
7520,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","p"
7521,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","k","s","p","w","p","w","o","e","White","v","l"
7522,"Poisonous","k","s","n","f","Creosote","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","l"
7523,"Edible","b","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","n","o","p","Black","c","l"
7524,"Edible","f","s","n","f","Musty","a","c","b","o","e","?","s","s","o","o","p","o","o","p","Chocolate","c","l"
7525,"Edible","b","s","w","f","Musty","f","w","b","g","e","?","k","k","w","w","p","w","t","p","White","s","g"
7526,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","k","k","p","w","p","w","o","e","White","v","l"
7527,"Edible","x","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","n","o","p","Chocolate","c","l"
7528,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","k","s","p","w","p","w","o","e","White","v","d"
7529,"Edible","b","f","g","f","Musty","f","w","b","g","e","?","k","k","w","w","p","w","t","p","White","s","g"
7530,"Edible","b","s","g","f","Musty","f","w","b","p","e","?","k","s","w","w","p","w","t","p","White","n","g"
7531,"Poisonous","x","s","n","f","Pungent","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","d"
7532,"Edible","x","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","o","o","p","Black","c","l"
7533,"Edible","x","s","w","f","Musty","f","w","b","p","e","?","s","k","w","w","p","w","t","p","White","n","g"
7534,"Edible","x","s","n","f","Musty","f","c","b","w","e","b","y","y","n","n","p","w","t","p","White","y","p"
7535,"Edible","k","s","g","f","Musty","f","w","b","g","e","?","s","k","w","w","p","w","t","p","White","s","g"
7536,"Edible","x","s","w","f","Musty","f","w","b","g","e","?","k","k","w","w","p","w","t","p","White","n","g"
7537,"Poisonous","f","y","c","f","Foul","f","c","b","y","e","c","k","y","c","c","p","w","n","n","White","c","d"
7538,"Edible","x","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","o","o","p","Yellow","c","l"
7539,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","l"
7540,"Poisonous","k","y","e","f","Pungent","f","c","n","b","t","?","s","k","p","w","p","w","o","e","White","v","l"
7541,"Edible","x","s","w","f","Musty","f","w","b","p","e","?","k","s","w","w","p","w","t","p","White","n","g"
7542,"Edible","k","f","w","f","Musty","f","w","b","g","e","?","k","k","w","w","p","w","t","p","White","s","g"
7543,"Edible","b","f","g","f","Musty","f","w","b","p","e","?","k","s","w","w","p","w","t","p","White","s","g"
7544,"Edible","k","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","o","o","p","Black","v","l"
7545,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","p"
7546,"Poisonous","f","y","e","f","Pungent","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","p"
7547,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","l"
7548,"Edible","k","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","n","o","p","Chocolate","v","l"
7549,"Edible","f","s","p","t","Musty","f","c","b","w","e","b","s","s","w","w","p","w","t","p","White","v","p"
7550,"Poisonous","k","y","n","f","Creosote","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","p"
7551,"Edible","b","s","w","f","Musty","f","w","b","g","e","?","k","s","w","w","p","w","t","p","White","s","g"
7552,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","s","s","w","p","p","w","o","e","White","v","p"
7553,"Edible","k","s","w","f","Musty","f","w","b","p","e","?","k","k","w","w","p","w","t","p","White","s","g"
7554,"Poisonous","k","y","n","f","Pungent","f","c","n","b","t","?","s","k","p","p","p","w","o","e","White","v","l"
7555,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","s","s","p","w","p","w","o","e","White","v","l"
7556,"Edible","f","s","n","f","Musty","a","c","b","y","e","?","s","s","o","o","p","o","o","p","Black","c","l"
7557,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","k","k","w","p","p","w","o","e","White","v","l"
7558,"Poisonous","k","y","e","f","Creosote","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","d"
7559,"Edible","x","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","n","o","p","Yellow","v","l"
7560,"Edible","x","f","w","f","Musty","f","w","b","g","e","?","k","k","w","w","p","w","t","p","White","n","g"
7561,"Edible","x","f","g","f","Musty","f","w","b","w","e","?","k","s","w","w","p","w","t","p","White","n","g"
7562,"Edible","x","s","n","f","Musty","a","c","b","n","e","?","s","s","o","o","p","n","o","p","Black","v","l"
7563,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","s","s","p","p","p","w","o","e","White","v","p"
7564,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","k","k","w","w","p","w","o","e","White","v","p"
7565,"Edible","x","s","w","f","Musty","f","w","b","g","e","?","s","s","w","w","p","w","t","p","White","s","g"
7566,"Poisonous","k","y","e","f","Spicy","f","c","n","b","t","?","k","s","p","p","p","w","o","e","White","v","d"
7567,"Edible","x","f","g","f","Musty","f","w","b","w","e","?","s","s","w","w","p","w","t","p","White","s","g"
7568,"Poisonous","k","s","n","f","Pungent","f","c","n","b","t","?","k","k","p","p","p","w","o","e","White","v","l"
7569,"Poisonous","f","y","n","f","Creosote","f","c","n","b","t","?","s","k","w","w","p","w","o","e","White","v","d"
7570,"Poisonous","k","s","e","f","Pungent","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","d"
7571,"Edible","k","s","n","f","Musty","f","c","b","w","e","b","y","y","n","n","p","w","t","p","White","y","p"
7572,"Poisonous","k","s","e","f","Spicy","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","l"
7573,"Poisonous","k","s","n","f","Spicy","f","c","n","b","t","?","k","s","w","w","p","w","o","e","White","v","p"
